Gene	Chromo	Start	Finish	Function	ArabidopsisID	SunflowerID	AgravTajimaD	GravTajimaD	D01TajimaD	H01TajimaD	D03TajimaD	H02TajimaD	D04TajimaD	H05TajimaD	AgravGravOutlier	AgravGravOutlierStringent	D01H01outlier	D01H01outlierStringent	D03H02outlier	D03H02outlierStringent	D04H05outlier	D04H05outlierStringent	SummaryOutlierGenes	SummaryOutlierGenesStringent	ParallelGenes	ParallelGenesStringent	ParallelArchitectureGenes	ParallelArchitectureGenesStringent
AHA2_1	tig00040446	8518	11621	Gravitropism	AT4G30190	XP_022037887.1	0.382557	0.50629	-0.457779	0.386709	1.757157	1.734823	1.59886	1.492362	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AHA2_2	tig00070726	8804	12689	Gravitropism	AT4G30190	XP_022037887.1	-1.264799	-1.525144	-1.40188	-0.991436	-0.330507	-1.123055	-0.736641	-0.436192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARG1_1	tig00029139	36459	38713	Gravitropism	AT1G68370	XP_022020692.1	2.184916	2.041812	1.026464	1.519018	2.120931	2.437689	2.229676	2.027617	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARG1_2	tig00037664	8979	14349	Gravitropism	AT1G68370	XP_022020692.1	-1.363558	-1.636436	-1.885028	-1.200671	-0.404606	-1.005728	-0.730556	-0.488488	0	0	1	0	0	0	1	1	2	1	0	0	0	0
ARL1_1	tig00017814	46201	48257	Gravitropism	AT1G24120	XP_022034167.1	-1.226369	-1.384917	-1.197687	-1.980754	-1.427518	-1.356172	-0.753428	-2.09262	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ARL1_2	tig00249433	46900	48916	Gravitropism	AT1G24120	XP_022034167.1	-0.718062	-0.680392	-0.874565	-0.973734	-0.211043	-0.398741	-0.120391	0.304181	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ARL2	tig00111085	1500	3923	Gravitropism	AT1G59980	XP_021997972.1	2.35936	2.088332	1.234788	1.874348	2.977348	2.454278	3.070623	2.846117	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAP2	tig00020632	7361	8656	Gravitropism	AT2G17990	XP_022015844.1	1.978371	2.099822	0.972001	2.345289	2.748473	2.959309	3.287491	2.843769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP705A22_1	tig00035118	4921	6519	Gravitropism	AT3G20130	XP_021988290.1	-1.342499	-1.328089	-1.444732	-1.365353	-0.30637	-0.589499	-0.250498	-0.419712	1	0	1	0	0	0	0	0	1	0	0	0	0	0
CYP705A22_2	tig00046082	28835	30223	Gravitropism	AT3G20130	XP_021988290.1	-1.285984	-1.307	-2.5873	-0.889248	0.065622	-1.848924	-0.316432	-0.69721	0	0	0	0	0	0	1	0	1	0	0	0	0	0
CYP705A5_2	tig00048884	20997	22571	Gravitropism	AT5G47990	XP_021988289.1	-2.036824	-2.036715	-2.306399	-2.229487	-1.290671	-1.831754	-1.623724	-1.165947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGY1_1	tig00025624	34984	38334	Gravitropism	AT5G35220	XP_022000695.1	-1.642713	-1.733431	-1.831898	-2.161952	-0.544121	-1.723063	-1.548215	-0.19769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGY1_2	tig00246486	135515	139949	Gravitropism	AT5G35220	XP_022000695.1	-0.618639	-0.60335	-1.35408	-1.111169	-1.563844	0.207501	-0.206291	-0.926052	0	0	0	0	1	1	0	0	1	1	0	0	0	0
EGY2_2	tig00249925	1111	4621	Gravitropism	AT5G05740	XP_021977274.1	0.186928	0.195978	-0.328443	-0.097726	1.032669	1.096847	0.928582	0.826379	1	0	0	0	1	0	1	0	2	0	0	0	0	0
EGY3_1	tig00008757	23408	25715	Gravitropism	AT1G17870	XP_021981955.1	0.264623	-0.024677	-1.037547	0.1699	0.681454	1.118217	1.220564	0.866655	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EGY3_2	tig00046489	15684	17297	Gravitropism	AT1G17870	XP_021981955.1	-1.360534	-1.49753	-1.665112	-1.031394	0.680232	-1.224863	-0.974365	-1.178781	0	0	0	0	1	1	0	0	1	1	0	0	0	0
EXP1_1	tig00031607	10901	11602	Gravitropism	AT1G69530	XP_022020545.1	2.291973	2.084194	0.808679	1.806087	2.727546	2.275569	2.400895	2.965692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXP8_2	tig01931902	17981	18679	Gravitropism	AT2G40610	XP_022006484.1	1.072115	0.811825	-0.602428	1.140544	1.870142	1.781385	1.351904	1.894092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDD16	tig00119894	3604	5474	Gravitropism	AT1G25250	XP_022021649.1	0.979672	0.88722	0.377187	0.713999	1.146182	1.738303	1.504574	1.35819	1	0	1	0	0	0	1	1	2	1	0	0	0	0
LAZY1_2	tig00044357	25777	27386	Gravitropism	AT5G14090	XP_021970072.1	-1.709425	-1.326232	-2.165942	-0.54544	0.348985	-0.54706	-1.290481	-0.822651	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LAZY1_3	tig00055632	15167	16113	Gravitropism	AT5G14090	XP_021970072.1	-1.192867	-1.129216	-1.706691	-0.587243	-0.292724	-0.937905	-1.772783	-1.260385	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LAZY2_2	tig00252418	61639	62438	Gravitropism	AT1G17400	XP_022033130.1	-1.337167	-1.336416	-1.06776	-1.847166	-0.460842	-0.905483	-0.354711	-0.81706	1	0	0	0	0	0	1	1	1	1	0	0	0	0
LAZY2_3	tig01939229	2668	3456	Gravitropism	AT1G17400	XP_022033130.1	-1.196973	-1.102378	-0.710219	-0.678499	-0.077003	-0.835058	-0.455551	-0.433646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAZY3_1	tig00021180	33867	34798	Gravitropism	AT1G19115	XP_021984558.1	-1.208696	-1.201881	-2.001215	-1.391671	0.340129	-0.865867	-0.746765	-0.140443	0	0	1	0	1	0	0	0	2	0	0	0	0	0
LAZY5_1	tig00054548	22635	23379	Gravitropism	AT3G24750	XP_022035919.1	-1.236795	-1.102359	-1.835581	-1.369079	-1.867213	-1.659857	-1.500123	-1.925855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAZY5_2	tig00085728	6324	7058	Gravitropism	AT3G24750	XP_022035919.1	-1.161187	-1.041845	-1.66423	-1.911716	-0.120512	-0.410302	0.034962	0.087663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAZY6_2	tig00031166	22743	23766	Gravitropism	AT3G27025	XP_021976214.1	-1.132551	-0.976707	-1.253103	-0.733856	-0.057584	-0.140602	-0.082874	-0.185058	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PGM1	tig00254832	9874	14835	Gravitropism	AT5G51820	XP_022009565.1	-0.735145	-0.610529	-2.27431	-0.902652	-1.785458	-2.158476	0.325247	-1.609572	0	0	1	0	0	0	1	0	2	0	0	0	0	0
PGM2	tig00020728	8120	12263	Gravitropism	AT1G70730	XP_022015548.1	1.525521	1.530078	0.14776	1.488865	2.556424	2.262108	2.03563	2.200215	1	0	1	1	1	0	0	0	2	1	0	0	0	0
PGM3	tig00092974	8292	12985	Gravitropism	AT1G23190	XP_022025756.1	-1.712189	-1.453438	-2.070782	-1.796507	-1.766617	-1.250436	-0.532304	-1.089669	1	0	1	0	0	0	1	0	2	0	0	0	0	0
PIF8	tig00252025	44197	45851	Gravitropism	AT4G00050	XP_022002675.1	0.27017	-0.258833	-1.566224	0.735652	0.423149	0.118281	-1.574346	1.003302	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PPC2.D2_1	tig00076366	6990	8551	Gravitropism	AT3G17090	XP_021994923.1	-0.619193	-0.535522	-1.809844	-0.752778	-0.691246	-2.584278	-0.448515	-1.201005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPC2.D2_2	tig01940258	18716	21732	Gravitropism	AT3G17090	XP_021994923.1	-1.260658	-1.321121	-1.798198	-1.326213	-0.015017	0.206101	-0.679085	-0.847184	1	0	0	0	0	0	1	0	1	0	0	0	0	0
PPC2.D5_1	tig00067009	1212	3628	Gravitropism	AT4G33920	XP_022017692.1	-0.695377	-0.868584	-0.9984	-0.529039	0.350419	0.527051	-0.113036	0.146524	1	0	1	0	1	0	0	0	2	0	0	0	0	0
PPC2.D5_2	tig00086428	16684	17738	Gravitropism	AT4G33920	XP_022017692.1	-2.179297	-2.050219	-1.769869	-1.643481	-1.019135	-1.591424	-0.453094	-1.559938	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PPC2.D5_3	tig00090618	10521	13153	Gravitropism	AT4G33920	XP_022017692.1	-0.237903	-0.141574	-1.172492	-1.060577	1.027189	-0.056396	-0.459272	0.667346	1	1	1	0	0	0	0	0	1	0	0	0	0	0
PPC2.D6_1	tig00012051	23612	26661	Gravitropism	AT3G51370	XP_022015908.1	-1.173147	-1.163556	-2.516418	-2.263907	-2.400982	-0.037922	-1.281539	-2.535025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPC2.D6_2	tig00054278	8894	11390	Gravitropism	AT3G51370	XP_022015908.1	-1.636292	-1.825251	-1.504064	-1.243369	0.27118	-0.550587	-0.205938	-0.183529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPC2.D6_3	tig01929200	34527	37534	Gravitropism	AT3G51370	XP_022015908.1	-0.671706	-0.922131	-2.226826	-1.015623	0.350823	0.087669	-0.23563	-1.708141	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SGR1_1	tig00004446	8212	10731	Gravitropism	AT3G54220	XP_022039520.1	-1.407416	-1.275456	-1.427837	-1.300602	-0.212689	-0.747626	-0.697714	-0.310504	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SGR1_2	tig00246621	7636	10175	Gravitropism	AT3G54220	XP_022039520.1	-0.892818	-1.028404	-1.266082	-0.697558	0.525698	-0.148059	-0.419653	-0.356025	0	0	0	0	1	0	0	0	1	0	0	0	0	0
SGR1_3	tig00257746	10417	11502	Gravitropism	AT3G54220	XP_022039520.1	-1.218633	-1.464115	-1.872923	-1.251946	-0.144557	-0.497125	-0.023191	-0.181719	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SGR2_1	tig00261568	2222	11696	Gravitropism	AT1G31480	XP_022027332.1	-1.414477	-1.449808	-2.164193	-1.329139	-0.317951	-0.316108	-0.66244	-0.336387	0	0	1	0	0	0	1	0	2	0	0	0	0	0
SGR2_2	tig01928947	124452	127798	Gravitropism	AT1G31480	XP_022027332.1	-0.81857	-0.832665	-1.502514	-1.43193	-0.327388	0.178223	-0.634979	1.166604	0	0	0	0	0	0	1	1	1	1	0	0	0	0
SGR3_1	tig00012888	77912	92162	Gravitropism	AT5G46860	XP_022025749.1	-0.403594	-0.528608	-0.89016	-0.636007	0.533563	0.227017	0.358259	0.266789	1	1	0	0	1	0	1	0	2	0	0	0	0	0
SGR3_2	tig00014053	9466	11166	Gravitropism	AT5G46860	XP_022025749.1	-1.400762	-1.16558	-1.365923	-0.979409	0.201799	-0.644802	-0.3374	0.200401	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SGR4_1	tig00073805	14910	16259	Gravitropism	AT5G39510	XP_022012676.1	0.020175	0.392834	-1.088074	0.39984	1.888246	1.444469	0.811319	1.37151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGR4_2	tig00115844	5184	5784	Gravitropism	AT5G39510	XP_022012676.1	-1.072624	-1.082617	-2.031921	-1.362555	-1.548564	-1.11161	-1.853611	-2.185405	0	0	0	0	1	0	0	0	1	0	0	0	0	0
SGR5_3	tig00073646	14488	16357	Gravitropism	AT2G01940	XP_022021649.1	0.669144	0.674079	-0.5944	-0.099383	0.915649	0.978805	0.971775	1.213946	1	0	1	0	0	0	1	0	2	0	0	0	0	0
SGR6	tig00025136	25902	40043	Gravitropism	AT2G36810	XP_022000851.1	-1.034987	-0.942974	-2.312406	-1.34074	-0.320092	-0.041472	-0.752879	-1.264156	1	1	1	0	0	0	0	0	1	0	0	0	0	0
SGR7_1	tig00029416	18672	20027	Gravitropism	AT4G37650	XP_022011277.1	-0.006138	0.047004	-1.774738	-0.233921	-0.038294	0.330777	-0.383889	0.506612	1	0	0	0	1	1	0	0	1	1	0	0	0	0
SGR7_2	tig00257756	33917	35358	Gravitropism	AT4G37650	XP_022011277.1	-0.647616	-1.042194	-1.801063	-0.550384	-0.896204	-0.602713	-1.519632	-2.202163	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SGR8	tig00005573	47538	63523	Gravitropism	AT2G26890	XP_021990399.1	2.115508	2.293104	1.727181	1.86716	2.326613	2.676344	2.112622	1.973981	0	0	0	0	1	0	0	0	1	0	0	0	0	0
SGR9_1	tig00024214	73181	84492	Gravitropism	AT5G02750	XP_022000740.1	-0.013756	-0.06593	-1.043989	-0.729631	0.260874	0.609235	0.367644	0.218406	1	0	1	1	1	1	1	0	3	2	1	0	1	0
SGR9_2	tig00254583	19406	20554	Gravitropism	AT5G02750	XP_022000740.1	-1.47158	-1.403136	-1.755254	-1.683164	-1.566348	-0.746927	-1.254023	-1.850142	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SGR9_3	tig00255993	2075	10079	Gravitropism	AT5G02750	XP_022000740.1	-1.27144	-1.295979	-1.74801	-0.766778	-0.221659	-0.09992	-0.781196	-0.111829	1	0	1	1	1	1	1	0	3	2	1	0	1	0
SGR-LIKE_1	tig00035838	11646	12098	Gravitropism	AT3G48550	XP_021984150.1	-0.537917	0.538996	-0.740852	0.50688	0.86493	0.518107	1.202161	1.737587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGR-LIKE_2	tig00095672	26810	27270	Gravitropism	AT3G48550	XP_021984150.1	-0.591418	-0.830166	-1.253655	-0.231299	0.956474	-1.10232	-0.369439	-0.385914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
